record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,retrieved_doc_ids,retrieved_scores,model_explanation,model_recommendation,latency_seconds,retries_used,json_valid,strict_schema_valid,error
R011,PROC_005,PROC,PowerShell used to list local processes,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.5,defender_disabled; powershell_activity,powershell_activity;process_enumeration,PROC_001; SEC_003; PROC_005,20; 20; 18,"Defender real‑time protection is disabled, removing a key defense layer.",Re‑enable Defender real‑time protection immediately.,28.945,0,TRUE,TRUE,
R012,SEC_003,SEC,Firewall settings viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network_profile; basic_command_use; no_risky_activity,settings_viewed;no_security_change,NET_001; NORMAL_003; PROC_001,16; 16; 15,"The device is on a private network, Defender and firewall are enabled, and only routine processes (cmd, PowerShell, Python) were running with no commands executed or suspicious activity.",No action required,18.284,0,TRUE,TRUE,
R013,SEC_015,SEC,Windows Security opened and viewed without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,security_history_viewed; private_network,settings_viewed,NET_001; NORMAL_003; SEC_001,18; 18; 17,The user only viewed Windows Security and used a private network with no other risky activity.,No action required.,16.647,0,TRUE,TRUE,
R014,PERSIST_004,PERSIST,Startup apps viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,startup_item_viewed; no_security_change,startup_items_viewed;no_persistence_change,PERSIST_004; NET_001; NORMAL_004,18; 17; 17,"The user only viewed the Startup applications interface without making any changes, and all security settings remain enabled.",No action required.,12.135,0,TRUE,TRUE,
R015,AUTH_006,AUTH,Repeated failed login attempts in short time,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,1.0,high_failed_login_count; repeated_failed_logins,repeated_failed_logins,AUTH_004; NORMAL_003; AUTH_003,24; 20; 17,"The user experienced a high number of failed login attempts on a private network with no other suspicious activity, indicating potential credential guessing or account compromise.","Verify the user's credentials, review lockout policies, and enable multi‑factor authentication to protect the account.",18.359,0,TRUE,TRUE,
R016,SEC_014,SEC,Multiple security control changes performed and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.333,defender_disabled; realtime_protection_disabled,defender_configuration_changed;defender_disabled;security_setting_restored,SEC_003; PERSIST_005; SEC_004,22; 15; 15,"Defender real‑time protection is disabled without any supporting context, removing a primary defense layer.",Re‑enable Defender and investigate why it was turned off.,15.393,0,TRUE,TRUE,
R017,SEC_016,SEC,Defender status viewed and left enabled,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use,settings_viewed;defender_enabled,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is on a private network, Defender and firewall are enabled, and PowerShell/Python were opened without any commands or scripts executed.",No action required,13.69,0,TRUE,TRUE,
R018,SEC_005,SEC,Defender real-time protection temporarily disabled and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; realtime_protection_disabled,defender_disabled;security_setting_restored,SEC_003; PROC_005; AUTH_005,31; 19; 18,"Defender real‑time protection is disabled without any supporting legitimate context, which removes a key defense layer.",Re‑enable Defender real‑time protection immediately.,14.546,0,TRUE,TRUE,
R019,USB_002,USB,Authorised USB inserted and folder viewed,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,authorised_usb;usb_files_viewed,NET_001; NORMAL_003; USB_002,16; 16; 9,"The device is on a private network, has no failed logins, no file downloads or USB execution, and all security services are enabled.",No action needed,17.275,0,TRUE,TRUE,
R020,AUTH_015,AUTH,Successful login with no failed attempts,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use; no_additional_risky_activity,successful_login,NET_001; NORMAL_003; PROC_001,16; 16; 9,Routine development and browsing on a private network with no suspicious or risky activity detected.,No action required.,14.361,0,TRUE,TRUE,
R021,NET_004,NET,Wi-Fi or network settings viewed without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,network_profile_viewed;settings_viewed,NET_001; NORMAL_003; NET_002,17; 16; 8,The device is connected to a private network and shows only benign processes with no scanning or failed logins.,Continue normal monitoring,10.464,0,TRUE,TRUE,
R022,PROC_007,PROC,PowerShell script run from local test folder,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,1.0,script_execution; powershell_activity,script_execution,PROC_003; PROC_001; NET_001,28; 22; 19,"The user executed a PowerShell script from a local folder, which is a potential risk even though no other malicious signals are present.",Verify the script’s source and monitor for any subsequent suspicious activity.,29.963,0,TRUE,TRUE,
R023,PROC_003,PROC,Windows Terminal opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; basic_command_use,terminal_activity;basic_command_use,NET_001; NORMAL_003; PROC_001,17; 17; 15,User launched Windows Terminal and PowerShell without executing any commands on a private network with Defender fully enabled.,No action required,16.928,0,TRUE,TRUE,
R024,PROC_010,PROC,Nmap scan run against local authorised test target,normal,abnormal,FALSE,FN,,low,high,FALSE,0.333,basic_command_use; local_network_scan,network_scanner_activity;network_scan;authorised_local_target,PROC_001; NET_001; NORMAL_003,19; 18; 18,"The user executed a local nmap scan against 127.0.0.1, which is typical for troubleshooting and shows no external scanning or other risk signals.",No action required,20.75,0,TRUE,TRUE,
R025,PERSIST_016,PERSIST,Services list opened and viewed without changing service settings,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,services_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is connected to a private network, has no scanning, failed logins, or suspicious processes, and all security controls are enabled.",Continue normal monitoring,11.273,0,TRUE,TRUE,
R026,AUTH_008,AUTH,Repeated failed logins followed by successful normal use,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,repeated_failed_logins; failed_login_count_multiple,repeated_failed_logins;successful_login,AUTH_003; NORMAL_003; AUTH_004,22; 19; 16,"The user had multiple failed login attempts with no other suspicious activity, which is a moderate concern.",Monitor the account and consider enforcing stricter password policies or lockout rules.,15.802,0,TRUE,TRUE,
R027,SEC_008,SEC,Defender disabled while browser is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; manual_review_realtime_protection_disabled_and_restored,defender_disabled;browser_activity,SEC_003; AUTH_005; NORMAL_003,24; 19; 19,"The device had its Defender real‑time protection disabled, a key defense layer removed, which is a high‑risk action.",Re‑enable Defender immediately and verify why it was disabled.,21.441,0,TRUE,TRUE,
R028,AUTH_005,AUTH,Multiple failed login attempts,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,1.0,high_failed_login_count; repeated_failed_logins,repeated_failed_logins,AUTH_004; NORMAL_003; AUTH_003,27; 23; 19,"The user experienced multiple failed login attempts in a short period, which is abnormal but not yet critical.",Investigate the account for possible brute‑force activity and consider locking or resetting it while monitoring for further failures.,13.909,0,TRUE,TRUE,
R029,USB_007,USB,USB contains executable or script file visible,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,usb_script_or_executable_visible; no_execution,usb_connected;usb_script_or_executable_present;no_file_execution,NET_001; NORMAL_003; USB_004,16; 16; 14,"A script or executable was visible on a USB drive but not executed, which is considered medium risk activity.",Verify the file source and disconnect the device if untrusted.,26.566,0,TRUE,TRUE,
R030,USB_012,USB,USB activity while Defender protection is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.5,defender_disabled; realtime_protection_disabled,usb_connected;defender_disabled,SEC_003; USB_005; AUTH_005,23; 19; 16,"Microsoft Defender real‑time protection was disabled, removing a primary security layer.",Re‑enable Defender real‑time protection immediately.,12.652,0,TRUE,TRUE,
R031,AUTH_017,AUTH,Normal session after successful login with no authentication errors,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_application_usage,successful_login;normal_app_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The user is running common applications on a private network with Defender and firewall enabled, with no suspicious activity detected.",No action needed.,14.844,0,TRUE,TRUE,
R032,PERSIST_015,PERSIST,Task Scheduler opened and existing tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,task_scheduler_viewed;no_persistence_change,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is on a private network, all security services are enabled, and there is no evidence of scanning, failed logins, or suspicious processes.",No action needed; continue normal monitoring.,10.239,0,TRUE,TRUE,
R033,USB_004,USB,Single USB use during normal work,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network_profile; benign_process_activity,authorised_usb;normal_app_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is connected to a private network, Defender and firewall are enabled, and only routine applications and command-line tools were used with no suspicious activity.",No action required.,15.192,0,TRUE,TRUE,
R034,NET_014,NET,Public network profile combined with failed logins and scanner activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.333,failed_login; network_scan; defender_disabled,public_network;failed_login;network_scanner_activity,AUTH_005; AUTH_002; NET_002,28; 19; 19,A single failed login combined with a scanning tool (nmap.exe) and disabled Windows Defender indicates suspicious activity.,"Investigate the device, enable protection, review recent logins and network traffic for unauthorized access.",17.005,0,TRUE,TRUE,
R035,PERSIST_001,PERSIST,Task Scheduler opened with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.5,task_scheduler_viewed; private_network,task_scheduler_viewed;no_persistence_change,NET_001; NORMAL_003; PERSIST_001,18; 17; 16,"The user only viewed Task Scheduler on a private network without making changes, which is normal administrative activity.",No action required.,17.724,0,TRUE,TRUE,
R036,USB_005,USB,Unknown USB inserted with no file opened,abnormal,abnormal,TRUE,TP,,critical,medium,FALSE,0.0,defender_real_time_protection_disabled; firewall_all_profiles_disabled; removable_drive_connected_unknown_trust,unknown_usb;no_file_execution,SEC_003; USB_005; SEC_004,20; 14; 13,"Defender real‑time protection and all firewall profiles are disabled while an unknown USB drive is connected, removing key defenses.","Immediately enable Defender real‑time protection, restore firewall settings, verify the USB device, and run a full system scan.",29.16,0,TRUE,TRUE,
R037,USB_015,USB,Authorised USB inserted and removed without opening files,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; usb_connected,authorised_usb;cleanup_activity,NET_001; NORMAL_003; USB_001,16; 16; 10,The device is on a private network and a USB drive was connected without any execution or suspicious activity.,No action needed; continue normal monitoring.,21.545,0,TRUE,TRUE,
R038,NORMAL_015,NORMAL,Normal browsing of trusted websites with no downloads or security changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,browser_activity,NORMAL_003; NET_001; NET_002,17; 16; 9,"The device is connected to a private network, all security controls are enabled, and no suspicious activity such as scans, failed logins, or malware indicators were observed.",Continue normal monitoring,13.106,0,TRUE,TRUE,
R039,NORMAL_002,NORMAL,Normal browser activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_process_execution,browser_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is connected to a private network and only basic applications and shells were opened without any commands, scripts, or suspicious activity.",Continue normal monitoring; no action needed.,11.297,0,TRUE,TRUE,
R040,NET_006,NET,Public network activity with controlled browser download,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.5,defender_real_time_protection_disabled; public_network_profile,public_network;file_download,SEC_003; AUTH_005; NET_002,19; 18; 18,"Microsoft Defender real‑time protection is disabled on a device connected to a public network, removing a critical defense layer.",Re‑enable Microsoft Defender real‑time protection immediately.,17.786,0,TRUE,TRUE,
R041,NET_008,NET,Public network activity combined with failed login activity,normal,abnormal,FALSE,FN,,low,high,FALSE,1.0,failed_login_activity; public_network_profile,public_network;failed_login,AUTH_005; NET_002; NORMAL_003,17; 17; 16,"Multiple failed login attempts occurred on a device connected to a public network, but no other suspicious activity was detected.",Continue monitoring for additional failures and verify account lockout settings.,20.21,0,TRUE,TRUE,
R042,NET_007,NET,Public network activity while PowerShell is open,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,single_failed_login; public_network_profile,public_network;powershell_activity,AUTH_002; AUTH_005; NET_002,22; 22; 19,One failed login attempt on a public network with no other suspicious signals is typical user error.,Continue normal monitoring; no further action required.,15.337,0,TRUE,TRUE,
R043,NORMAL_018,NORMAL,"Normal switching between browser, Word, and File Explorer",abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,elevated_powershell_execution; hidden_batch_file_launch,browser_activity;document_activity;file_browsing;normal_app_activity,NET_001; NORMAL_003; PROC_001,17; 17; 15,"The user ran an elevated PowerShell instance that started a hidden batch file, which is beyond basic command-line use and raises suspicion.","Verify the contents and source of task.bat; if not needed, block or monitor such script executions.",27.007,0,TRUE,TRUE,
R044,NORMAL_017,NORMAL,Normal Notepad text editing with no command-line or security activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use,document_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is on a private network, Defender and firewall are enabled, and PowerShell/Python were opened without any commands or scripts executed.",No action required,13.564,0,TRUE,TRUE,
R045,NET_002,NET,Public network normal browsing session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity; no_additional_risky_activity,public_network;browser_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is on a private network with typical development and browsing activity, no scans, failed logins, or suspicious changes detected.",No action required; continue normal monitoring.,11.509,0,TRUE,TRUE,
R046,NET_005,NET,Public network profile detected,abnormal,normal,FALSE,FP,,high,low,FALSE,0.5,defender_real_time_protection_disabled; public_network_profile,public_network;no_additional_risky_activity,AUTH_005; NET_002; SEC_003,18; 18; 18,"Microsoft Defender real‑time protection is turned off, removing a primary defense layer; combined with a public network profile this raises the risk level.",Re-enable Microsoft Defender real‑time protection immediately and verify that all security services are active.,18.689,0,TRUE,TRUE,
R047,NET_009,NET,Network scanner opened or version checked,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,scanner_version_check; private_network_use,network_scanner_activity,PROC_001; NET_004; NET_001,21; 18; 17,"The user only queried the version of nmap on a private network with no scan performed, which is routine activity.",No action required.,29.698,0,TRUE,TRUE,
R048,AUTH_002,AUTH,Two failed login attempts followed by normal use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.5,repeated_failed_logins; failed_login_count_band_multiple,repeated_failed_logins;successful_login,AUTH_003; NORMAL_003; AUTH_004,22; 20; 17,"The user experienced multiple failed login attempts on a private network without other risk signals, indicating potential brute‑force or credential guessing activity.",Monitor the account for further failures and consider enforcing a password reset or additional MFA.,17.812,0,TRUE,TRUE,
R049,PROC_004,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; basic_command_use,development_activity,NET_001; NORMAL_003; PROC_001,16; 16; 9,"The device is on a private network with Defender enabled, only basic shells and common apps were opened, and no suspicious or risky activity was detected.",No action required.,13.707,0,TRUE,TRUE,
R050,AUTH_003,AUTH,Failed login activity on private network,abnormal,normal,FALSE,FP,,medium,low,FALSE,1.0,repeated_failed_logins; private_network,failed_login;private_network,AUTH_003; NORMAL_003; AUTH_004,22; 19; 16,"The user had multiple failed login attempts on a private network with no other risk signals, indicating possible credential guessing but not an immediate threat.",Monitor the account for further failures and consider enforcing MFA or resetting the password.,13.709,0,TRUE,TRUE,
R051,SEC_010,SEC,Defender disabled while PowerShell is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled; powershell.exe,defender_disabled;powershell_activity,SEC_003; PROC_005; USB_005,26; 22; 21,"Defender real‑time protection was manually disabled, removing a key defense layer; the presence of PowerShell activity adds concern.",Re‑enable Defender immediately and review why it was disabled.,18.072,0,TRUE,TRUE,
R052,NORMAL_004,NORMAL,Normal Teams activity,abnormal,normal,FALSE,FP,,critical,low,FALSE,0.0,defender_disabled; firewall_disabled,communication_app_activity;normal_app_activity,SEC_003; SEC_004; PROC_005,21; 14; 12,"Defender real‑time protection and all firewall profiles are disabled, removing core security controls.",Re‑enable Defender and restore firewall settings immediately.,21.987,0,TRUE,TRUE,
R053,PERSIST_011,PERSIST,Scheduled task created while PowerShell is open,abnormal,abnormal,TRUE,TP,,critical,high,FALSE,0.0,defender_disabled; firewall_disabled,scheduled_task_created;powershell_activity,PERSIST_002; SEC_003; SEC_004,17; 17; 15,Defender real‑time protection and all firewall profiles are disabled while a scheduled task was created without clear justification – this combination is highly suspicious.,"Re‑enable Defender and firewall, investigate the scheduled task, and run a full system scan.",26.323,0,TRUE,TRUE,
R054,SEC_006,SEC,Defender setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.5,defender_configuration_changed; defender_setting_restored,defender_configuration_changed;security_setting_restored,SEC_003; SEC_002; SEC_004,22; 19; 19,"Defender settings were temporarily altered and then restored, creating a brief window of reduced protection.",Confirm the reason for the change and verify no malicious activity occurred during that period.,15.536,0,TRUE,TRUE,
R055,USB_011,USB,USB activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled; usb_connection_count,usb_connected;powershell_activity,SEC_003; USB_005; NORMAL_001,20; 18; 16,"Defender real‑time protection is disabled while processes are running, removing a key defense layer.",Re‑enable Defender real‑time protection immediately and review recent process activity.,26.542,0,TRUE,TRUE,
R056,PROC_002,PROC,CMD opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.5,private_network; basic_command_use,cmd_activity;basic_command_use,NET_001; NORMAL_003; PROC_001,17; 17; 15,"The device is connected to a private network, Defender and firewall are enabled, and only routine processes (cmd.exe, PowerShell, Windows Terminal, VS Code) were launched with no suspicious activity.",No action needed; continue normal monitoring.,14.73,0,TRUE,TRUE,
R057,NORMAL_010,NORMAL,Normal cloud folder or local folder browsing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_suspicious_activity,file_browsing,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is on a private network and shows only normal processes, apps, and no security events.",Continue normal monitoring,10.182,0,TRUE,TRUE,
R058,PERSIST_007,PERSIST,Harmless scheduled task deleted after test,normal,abnormal,FALSE,FN,,low,medium,FALSE,1.0,scheduled_task_deleted; cleanup_activity,scheduled_task_deleted,PERSIST_003; NET_001; NORMAL_003,17; 16; 16,The task was deleted as a manual cleanup of a test artefact with no other suspicious activity.,No action needed.,12.415,0,TRUE,TRUE,
R059,NORMAL_003,NORMAL,Normal VS Code activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,development_activity,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is connected to a private network and shows no scanning, failed logins, or other suspicious activity.",No action required; continue normal monitoring.,10.501,0,TRUE,TRUE,
R060,NET_012,NET,Network scanner activity while on public network profile,abnormal,abnormal,TRUE,TP,,critical,high,FALSE,0.0,defender_disabled; risky_process_nmap.exe,public_network;network_scanner_activity,AUTH_005; NET_002; SEC_003,17; 17; 16,"Defender real‑time protection is disabled while a network scanner (nmap.exe) runs on a public network, indicating potential malicious activity.",Re‑enable Defender immediately and investigate the nmap process; isolate the device from the network.,20.043,0,TRUE,TRUE,
R061,AUTH_001,AUTH,One failed login attempt followed by normal use,normal,normal,TRUE,TN,,low,low,TRUE,0.5,isolated_failed_login; no_additional_risky_activity,failed_login;successful_login,AUTH_002; NORMAL_003; AUTH_004,20; 19; 17,A single failed login attempt on a private network with all security controls enabled is typical user error and not indicative of malicious activity.,No action required,13.129,0,TRUE,TRUE,
R062,NORMAL_009,NORMAL,Normal settings viewing without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; normal_network_activity,settings_viewed,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is connected to a private network, has all security services enabled, and shows no scanning, failed logins, or suspicious activity.",No action needed; continue normal monitoring.,10.079,0,TRUE,TRUE,
R063,PERSIST_008,PERSIST,Harmless startup shortcut added for test,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,1.0,startup_item_added; unexplained_startup_addition,startup_item_added,PERSIST_004; NET_001; NORMAL_003,23; 16; 16,A new startup entry was added without a clear legitimate reason.,Investigate the purpose of the Notepad shortcut and remove it if not needed.,20.435,0,TRUE,TRUE,
R064,PROC_008,PROC,PowerShell unusual or encoded-looking command used in controlled test,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,unusual_powershell_command; encoded_powerShell_execution,suspicious_command_pattern,PROC_001; NET_001; NORMAL_003,22; 17; 17,"The user executed an encoded-looking PowerShell command, a known risky pattern that can hide malicious activity.",Investigate the command content and monitor the system for any suspicious changes.,20.309,0,TRUE,TRUE,
R065,NET_013,NET,Public network profile combined with Defender disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,1.0,defender_disabled; public_network_profile,public_network;defender_disabled,AUTH_005; SEC_003; NET_002,21; 21; 16,"Microsoft Defender real‑time protection is disabled, removing a key defense layer; the device is also on a public network, increasing exposure.",Re‑enable Defender real‑time protection immediately and verify that firewall settings are restored to default.,14.29,0,TRUE,TRUE,
R066,AUTH_007,AUTH,High number of failed login attempts,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,repeated_failed_logins; multiple_failures_without_success,high_failed_login_count,AUTH_003; NORMAL_003; AUTH_004,20; 18; 15,"The user experienced several consecutive failed login attempts on a private network without any successful login or other mitigating signals, suggesting possible brute‑force activity.",Reset the account password immediately and enable/verify account lockout policies; monitor for further failed attempts.,13.031,0,TRUE,TRUE,
R067,AUTH_009,AUTH,Failed login activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,repeated_failed_logins; multiple_failures,failed_login;powershell_activity,AUTH_003; NORMAL_003; NORMAL_001,23; 20; 18,"The user had multiple failed login attempts on a private network with no other risk signals, indicating potential brute‑force or credential guessing activity.","Investigate the account, enforce lockout policies, and review password hygiene.",16.479,0,TRUE,TRUE,
R068,NORMAL_001,NORMAL,Normal Word document activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,document_activity,NORMAL_003; NET_001; NET_002,17; 16; 9,"The device is on a private network and shows no signs of failed logins, malware, or configuration changes.",No action needed; continue normal monitoring.,10.993,0,TRUE,TRUE,
R069,PROC_012,PROC,Script run after controlled file download,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,defender real-time protection disabled; powershell.exe running,file_download;script_execution,NORMAL_003; SEC_003; NET_001,18; 17; 16,"Defender real‑time protection is turned off, removing a key defense layer; the presence of PowerShell suggests potential for malicious use.",Re‑enable Defender real‑time protection immediately and monitor for suspicious activity.,22.392,0,TRUE,TRUE,
R070,PERSIST_010,PERSIST,Test service start type viewed or changed in controlled test,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,firewall_configuration_changed; service_change_viewed_or_changed,service_configuration_changed,SEC_003; PERSIST_005; SEC_004,22; 20; 15,"All firewall profiles are disabled with no supporting context, which weakens network protection; a service setting was also accessed without clear justification.",Re-enable the firewall and verify that any service changes were intentional and legitimate.,22.783,0,TRUE,TRUE,
R071,AUTH_004,AUTH,Minor authentication mistake during normal session,abnormal,normal,FALSE,FP,,high,low,FALSE,0.333,defender_real_time_disabled; failed_login_single,failed_login;successful_login;normal_app_activity,SEC_003; AUTH_005; AUTH_002,23; 22; 20,"Defender real‑time protection was disabled, removing a key defense layer; the single failed login suggests possible malicious activity.",Re‑enable Defender immediately and investigate the source of the failed login.,25.374,0,TRUE,TRUE,
R072,SEC_004,SEC,Security history viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,private_network; no_additional_risky_activity,security_history_viewed;settings_viewed,NET_001; NORMAL_003; NET_002,16; 16; 8,"The device is on a private network, Defender and firewall are enabled, and no suspicious processes, scans, or failed logins were observed.",Continue normal monitoring,10.469,0,TRUE,TRUE,
