record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R014,PERSIST_004,PERSIST,Startup apps viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Defender enabled and no configuration changes.; Firewall active on all profiles.; No risky processes or elevated processes detected.; No file downloads, USB connections, or network profile changes.; Collector is admin but no events generated that are filtered as risky.",startup_items_viewed;no_persistence_change,The activity observed appears to be normal user behavior with standard applications and no signs of malicious actions. The device security features are active and unchanged.,No action needed; continue monitoring for unusual changes.,6.014,TRUE,
R015,AUTH_006,AUTH,Repeated failed login attempts in short time,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,"failed_login_activity: true with high band, failed_logins: 8",repeated_failed_logins,Multiple failed login attempts detected on a private network profile.,Investigate the source of failed logins and consider account lockout or password reset.,4.889,TRUE,
R016,SEC_014,SEC,Multiple security control changes performed and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; Multiple configuration changes detected (event_id 5007),defender_configuration_changed;defender_disabled;security_setting_restored,"The device has antivirus and real-time protection disabled, which is a significant security risk. Additionally, multiple events indicate that the defender configuration was changed.",Enable Windows Defender Antivirus and Real-Time Protection immediately.,5.519,TRUE,
R017,SEC_016,SEC,Defender status viewed and left enabled,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled and not changed or disabled; firewall active on all profiles; no risky processes detected; no failed login attempts; no network profile change to public; no removable drives connected,settings_viewed;defender_enabled,The activity appears normal as the user is an administrator with full security protections enabled and no suspicious actions or changes detected.,No action needed; continue monitoring.,6.22,TRUE,
R018,SEC_005,SEC,Defender real-time protection temporarily disabled and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled on the device.; Realtime protection is off in multiple status snapshots.,defender_disabled;security_setting_restored,"The endpoint has antivirus and real-time protection disabled, which increases vulnerability to malware. Additionally, there are conflicting events showing both disabling and enabling of these protections but with no clear verification or action taken.",Enable Windows Defender Antivirus and Realtime Protection immediately.,5.628,TRUE,
R019,USB_002,USB,Authorised USB inserted and folder viewed,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; network profile private with no risky processes running; no failed login attempts, no file downloads, no network events",authorised_usb;usb_files_viewed,The activity appears normal as the user is an administrator accessing a development environment (code.exe) and endpoint security tools are enabled.,No action needed. Monitor for unusual changes.,6.176,TRUE,
R020,AUTH_015,AUTH,Successful login with no failed attempts,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no recent changes to defender configuration); firewall enabled on all profiles (Domain, Private, Public): true; network_profile: private (safe network context); running_monitored_processes: powershell.exe and python.exe are common tools for administrators; apps_opened: notepad, code, lockapp - these are standard applications or likely part of a development environment; benign_background_processes: includes vscode shell integration which is expected if user has VS Code installed",successful_login,"The activity observed on the Windows device appears normal. The system security features (defender and firewall) are enabled, no risky processes were detected, and standard applications like notepad and code were opened.",No action needed; continue monitoring for unusual behavior.,7.976,TRUE,
R021,NET_004,NET,Wi-Fi or network settings viewed without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to defender config); firewall enabled for all profiles (Domain, Private, Public): true",network_profile_viewed;settings_viewed,The activity appears normal as the device has security features enabled and no risky processes or elevated actions were detected.,No action needed. Monitor system for unusual behavior.,5.637,TRUE,
R022,PROC_007,PROC,PowerShell script run from local test folder,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,1.0,powershell.exe was involved in a command activity classified as 'script_execution'; windowsterminal.exe is listed in risky_processes,script_execution,"A PowerShell script named test_script.ps1 was executed from the local test folder, and windowsterminal.exe was run with an embedding parameter.",Check for any unauthorized scripts or processes running on the device.,5.907,TRUE,
R023,PROC_003,PROC,Windows Terminal opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,benign_background_processes include notepad.exe which is normal for the event_summary.; defender services are enabled and no changes or events detected.,terminal_activity;basic_command_use,"The user opened windowsterminal.exe and ran powershell.exe, both of which can be legitimate processes. Defender is active on all profiles, so there's a good chance these actions were safe.",No action needed; the activity appears normal.,5.836,TRUE,
R024,PROC_010,PROC,Nmap scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,cmd.exe was used to run nmap with elevated privileges (though not confirmed); nmap is a network scanning tool that can be used for reconnaissance or unauthorized access attempts,network_scanner_activity;network_scan;authorised_local_target,"The user ran the network scanning tool 'nmap' from the command prompt, which may indicate an attempt to scan internal networks. Although the scan was directed at localhost and not confirmed as elevated, nmap usage on a private network profile could still be suspicious.",Investigate the source of the nmap process for potential unauthorized scanning activity.,6.675,TRUE,
R025,PERSIST_016,PERSIST,Services list opened and viewed without changing service settings,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; no risky processes detected; no failed login attempts; no file downloads or network events; running monitored processes include common tools like cmd, powershell, python which are often used by administrators",services_viewed;no_persistence_change,The activity appears normal as the user is an administrator and has legitimate access to commonly used command-line and scripting tools. No suspicious actions were detected.,No action needed; continue monitoring for unusual behavior.,6.596,TRUE,
R026,AUTH_008,AUTH,Repeated failed logins followed by successful normal use,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,"failed_login_activity: true with multiple failed logins (3); network_context: private, but login failures could indicate a brute force attack or unauthorized access attempt.",repeated_failed_logins;successful_login,Multiple failed login attempts on the device suggest that someone is trying to gain unauthorized access.,Check for recent password changes and review account security. Consider enabling multi-factor authentication if not already done.,5.689,TRUE,
R027,SEC_008,SEC,Defender disabled while browser is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,defender_disabled: true; firewall_events: [] (no recent events),defender_disabled;browser_activity,"The device's Windows Defender antivirus is disabled, which increases the risk of malware infections. Additionally, there are no firewall events logged recently.",Enable Windows Defender and configure firewall rules immediately.,5.311,TRUE,
R028,AUTH_005,AUTH,Multiple failed login attempts,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,failed_login_activity: true with high count band and multiple failed logins (6); firewall_events: empty but no indication of blocking attempts or other network anomalies,repeated_failed_logins,"Multiple failed login attempts detected, which is a common indicator of brute force attacks.",Investigate the source of repeated failed logins and consider implementing multi-factor authentication.,5.7,TRUE,
R029,USB_007,USB,USB contains executable or script file visible,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,Defender is enabled and active in all profiles.; No risky processes or elevated processes detected.,usb_connected;usb_script_or_executable_present;no_file_execution,"The activity appears normal as the device has security features enabled, no suspicious processes were found, and only a private network profile was used. The user opened Notepad which is a standard application.",Monitor for any unusual behavior but no immediate action required.,5.434,TRUE,
R030,USB_012,USB,USB activity while Defender protection is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled on the endpoint.; Realtime protection explicitly disabled.,usb_connected;defender_disabled,"The device has antivirus and real-time protection disabled, which increases vulnerability to malware. Additionally, code.exe is listed as a benign background process but was opened by an admin collector that indicates monitoring or control attempts.",Enable Windows Defender Antivirus and Realtime Protection immediately.,5.572,TRUE,
R031,AUTH_017,AUTH,Normal session after successful login with no authentication errors,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Collector_is_admin is true, but no risky processes or elevated actions detected.; Defender services are enabled and real-time protection active.; Firewall protections for all profiles are active.; No failed login attempts or network issues reported.",successful_login;normal_app_activity,"The activity appears normal as the user opened common applications like Notepad, Code, and Word. Endpoint security tools are properly configured with no recent changes that could introduce risk.",Continue monitoring for unusual behavior but no immediate action required.,6.372,TRUE,
R032,PERSIST_015,PERSIST,Task Scheduler opened and existing tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; no risky processes running or opened recently; no failed login attempts detected,task_scheduler_viewed;no_persistence_change,"The activity appears normal as the user has administrative privileges but no suspicious actions were observed. Defender is fully operational, and there are no indications of malware execution or unauthorized system changes.",No action needed; continue monitoring for unusual behavior.,6.137,TRUE,
R033,USB_004,USB,Single USB use during normal work,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Defender is enabled and configured properly (antivirus, antivirus, realtime protection); Firewall is active on all profiles; No risky processes or elevated processes detected; Collector_is_admin true but no configuration changes",authorised_usb;normal_app_activity,The activity appears normal as the device has security tools enabled and there are no signs of malicious behavior.,Monitor for any unusual events in the future.,5.687,TRUE,
R034,NET_014,NET,Public network profile combined with failed logins and scanner activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Failed login activity detected with a single failed attempt.; Presence of risky process 'nmap.exe' which is commonly used for network scanning.,public_network;failed_login;network_scanner_activity,A recent failed login attempt combined with the execution of nmap.exe suggests potential unauthorized access attempts or reconnaissance activities on the device's network connections.,"Investigate the source of the failed login and check if any suspicious accounts exist. Also, scan the system for malware that might be using nmap.exe.",6.152,TRUE,
R035,PERSIST_001,PERSIST,Task Scheduler opened with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_config_changed: false; firewall enabled for all profiles; no risky processes detected; no failed login attempts; network profile is private,task_scheduler_viewed;no_persistence_change,The activity appears normal as the device has security features enabled and no suspicious actions were detected.,No action needed; continue monitoring.,5.446,TRUE,
R036,USB_005,USB,Unknown USB inserted with no file opened,abnormal,abnormal,TRUE,TP,,high,medium,FALSE,0.0,"Defender with antivirus and realtime protection disabled, but status_snapshot event shows real-time enabled.; No running monitored processes detected despite Defender being configured for snapshot events.",unknown_usb;no_file_execution,"The device has conflicting security configurations. While the main Defender services are off, a recent status_snapshot event indicates that real-time protection was previously enabled or is misconfigured. This discrepancy suggests potential tampering or incomplete disabling of security features.",Check for inconsistencies in Windows Security settings and ensure all components are properly configured.,6.172,TRUE,
R037,USB_015,USB,Authorised USB inserted and removed without opening files,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); benign_background_processes include code.exe and notepad.exe with explanation; risky_processes empty list",authorised_usb;cleanup_activity,"The activity appears normal as the device is in a secure configuration with endpoint security tools enabled, no risky processes detected, and user actions are limited to common applications like Notepad and Visual Studio Code.",No action needed. Maintain current monitoring.,7.015,TRUE,
R038,NORMAL_015,NORMAL,Normal browsing of trusted websites with no downloads or security changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"Collector_is_admin is true, but no risky processes detected.; Defender services are enabled including antivirus and realtime protection.; Firewall is active on all profiles (Domain, Private, Public).; No elevated processes or failed login activity.; No download details or file downloaded events.; Risky_processes list is empty.",browser_activity,"The observed activities appear to be normal for a Windows device with standard security configurations. No suspicious actions were detected such as risky process execution, file downloads, or elevated privileges usage.",No immediate action required; continue monitoring the system.,6.693,TRUE,
R039,NORMAL_002,NORMAL,Normal browser activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); benign_background_processes include expected tools like 1password and vscode shell integration",browser_activity,The activity appears normal as the user is using standard applications in a secure environment with endpoint protections enabled.,No action needed; continue monitoring for unusual behavior.,6.272,TRUE,
R040,NET_006,NET,Public network activity with controlled browser download,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.5,"file_downloaded: small zip file from Downloads folder, likely benign.; no risky processes or elevated processes detected.",public_network;file_download,A user downloaded a small zip file to the Downloads folder and opened Notepad and Opera. No suspicious activities were observed.,No action needed; this activity appears normal.,5.474,TRUE,
R041,NET_008,NET,Public network activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,failed_login_activity: true with no count available but context indicates multiple_count_not_captured; ,public_network;failed_login,"The device has active failed login attempts, which is a common indicator of brute-force attacks or unauthorized access attempts.",Investigate the source of failed logins and consider implementing multi-factor authentication.,5.5,TRUE,
R042,NET_007,NET,Public network activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,failed_login_activity: true with count of 1; powershell.exe and windowsterminal.exe being in risky_processes list,public_network;powershell_activity,"The device has a recent failed login attempt, which could indicate an authentication issue or potential brute-force attack. Additionally, processes like powershell.exe and windowsterminal.exe are flagged as risky.",Investigate the source of the failed login and review any scripts or commands executed by these elevated processes.,6.119,TRUE,
R043,NORMAL_018,NORMAL,"Normal switching between browser, Word, and File Explorer",abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,powershell.exe was used with a hidden window style and to run an external batch file (task.bat),browser_activity;document_activity;file_browsing;normal_app_activity,A PowerShell process running in the background may indicate attempts to execute scripts or perform actions without user visibility.,Check for unauthorized script execution.,5.184,TRUE,
R044,NORMAL_017,NORMAL,Normal Notepad text editing with no command-line or security activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk than public); running_monitored_processes: powershell.exe and python.exe are common tools with defender enabled",document_activity,The activity appears normal as the user is on a secure network profile and no risky processes or login failures were detected.,No action needed. Maintain current security posture.,6.357,TRUE,
R045,NET_002,NET,Public network normal browsing session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender services enabled: all protection features active; firewall profiles enabled: multiple network protections in place; network_profile: private (lower risk environment); running_monitored_processes: common tools like cmd, powershell, python are allowed and expected for development or admin tasks",public_network;browser_activity,The activity appears normal as the user is operating within a secure administrative context with endpoint protections fully enabled.,No action needed; continue monitoring.,6.42,TRUE,
R046,NET_005,NET,Public network profile detected,abnormal,normal,FALSE,FP,,high,low,FALSE,0.0,code.exe is listed as a benign background process but was also opened by the user.; No security software (Defender) running or enabled on the device.,public_network;no_additional_risky_activity,"The activity shows code.exe being executed, which might be a red herring for legitimate development tools. However, with no active endpoint protection and it appearing as a benign background process but still opened by user action, there is significant risk.",Enable Windows Defender and scan the system immediately.,5.993,TRUE,
R047,NET_009,NET,Network scanner opened or version checked,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,benign_background_processes include cmd.exe and windowsterminal.exe; defender is enabled on all levels,network_scanner_activity,The activity appears to be normal as the processes are part of standard system operations or known benign tools.,No action needed; continue monitoring.,5.227,TRUE,
R048,AUTH_002,AUTH,Two failed login attempts followed by normal use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,failed_login_activity: true with multiple failed logins (2); firewall enabled but no events detected,repeated_failed_logins;successful_login,Multiple failed login attempts may indicate a brute force attack or unauthorized access attempt.,Check for recent security incidents and review account credentials.,5.168,TRUE,
R049,PROC_004,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is likely an admin); defender_config_changed: false (no changes to defender config); firewall enabled for all profiles (Domain, Private, Public): true",development_activity,The user's activity appears normal as they are using common applications like code.exe and notepad.exe. Endpoint security is fully active with antivirus and firewall protections.,No action needed; the system remains secure.,6.054,TRUE,
R050,AUTH_003,AUTH,Failed login activity on private network,abnormal,normal,FALSE,FP,,high,low,FALSE,0.5,failed_login_activity: true with multiple failed logins (2); failed_login_count_band: 'multiple',failed_login;private_network,"Multiple failed login attempts detected, which may indicate a brute force attack or weak password security.",Investigate the source of failed logins and consider changing passwords.,5.42,TRUE,
R051,SEC_010,SEC,Defender disabled while PowerShell is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.5,"defender_disabled: true; firewall_events: [] (empty); verified_activity_context.suspicious_process_context: false, but risky_processes detected with powershell.exe and windowsterminal.exe",defender_disabled;powershell_activity,"The device has real-time protection disabled for Microsoft Defender Antivirus, which increases the risk of malware execution. Additionally, processes like PowerShell and Windows Terminal were recently started.",Enable Microsoft Defender Antivirus in realtime protection mode.,6.244,TRUE,
R052,NORMAL_004,NORMAL,Normal Teams activity,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,Defender with antivirus disabled but status snapshot event indicates it was enabled at some point.; No real-time protection currently active.,communication_app_activity;normal_app_activity,"The device has Windows Defender configured, but the current state shows that both antivirus and realtime protection are disabled. However, there is a recent status_snapshot event indicating that these protections were previously enabled or changed, which suggests inconsistent security settings.",Enable real-time protection in Windows Security to ensure continuous monitoring against threats.,6.057,TRUE,
R053,PERSIST_011,PERSIST,Scheduled task created while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,"Scheduled task change detected without detailed context.; PowerShell.exe is listed as a risky process, even though no specific command was executed.",scheduled_task_created;powershell_activity,A scheduled task has been modified and PowerShell is flagged as a potentially risky process. This combination could indicate an attempt to automate or schedule malicious activities that might go unnoticed by monitoring tools.,Investigate the scheduled task change and review any recent PowerShell activity for potential security risks.,5.841,TRUE,
R054,SEC_006,SEC,Defender setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,Defender configuration changed temporarily and restored (event_id null),defender_configuration_changed;security_setting_restored,"The endpoint has a history of temporary changes to its security settings, which could indicate an attempt to bypass protection.",Investigate the manual review event for Defender configuration changes.,5.071,TRUE,
R055,USB_011,USB,USB activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,"powershell.exe was executed with unknown elevation status.; windowsterminal.exe was opened, which is a risky process.",usb_connected;powershell_activity,"The execution of powershell.exe and windowsterminal.exe indicates potential script-based activity or command-line tools that could be used for unauthorized system changes. Although the processes are common, their combination with svchost.exe as parent suggests possible privilege escalation attempts.",Investigate the PowerShell process for any malicious scripts or commands.,6.078,TRUE,
R056,PROC_002,PROC,CMD opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,defender_realtime_protection_enabled; firewall_all_profiles_active; network_profile_private; benign_background_processes_include_code_exe; process_details_cmd_and_windowsterminal_with_no_elevation,cmd_activity;basic_command_use,"The observed activities are consistent with normal user behavior on a Windows device. Both cmd.exe and windowsterminal.exe were opened, but they are common applications and not elevated.",No action needed; the system is operating within expected parameters.,6.417,TRUE,
R057,NORMAL_010,NORMAL,Normal cloud folder or local folder browsing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; no risky processes detected; no failed login attempts; no network profile change; no removable drives connected,file_browsing,"The activity appears normal as the device has security software running, no suspicious processes were found, and there was no attempt to download files or connect USB devices.",No action needed. Monitor for any unusual changes.,6.211,TRUE,
R058,PERSIST_007,PERSIST,Harmless scheduled task deleted after test,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,"collector_is_admin: true (user is likely an administrator); defender_config_changed: false (security software unchanged); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk environment); benign_background_processes include code.exe (likely a legitimate IDE or development tool)",scheduled_task_deleted,The activity appears normal as the user is in a private network profile with security software enabled and no risky processes detected. The scheduled task deletion was manually reviewed by an operator.,No action needed; continue monitoring for unusual behavior.,6.781,TRUE,
R059,NORMAL_003,NORMAL,Normal VS Code activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin: true (user is administrator); defender services enabled and not disabled or changed; firewall active on all profiles; no risky processes running or opened recently; no failed login attempts detected,development_activity,"The activity appears normal as the user has administrative privileges but no suspicious actions were observed. Defender is fully operational, and there are no signs of malware execution or unauthorized system changes.",No action needed; continue monitoring for unusual behavior.,6.1,TRUE,
R060,NET_012,NET,Network scanner activity while on public network profile,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Presence of risky process 'nmap.exe' which is a network scanning tool.; No security software running on the endpoint (Defender disabled).,public_network;network_scanner_activity,"The device has an active network scanning tool and lacks essential security protections, indicating potential unauthorized access or reconnaissance activity.",Enable Windows Defender and investigate why nmap.exe is present.,5.476,TRUE,
R061,AUTH_001,AUTH,One failed login attempt followed by normal use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.5,failed_login_activity: true with count of 1 and single band; elevated_processes: empty list but failed login indicates possible brute force attempt,failed_login;successful_login,"A single instance of failed login activity was detected, which could indicate a potential brute-force attack or unauthorized access attempts.",Check the device for signs of compromise and review recent security logs.,5.551,TRUE,
R062,NORMAL_009,NORMAL,Normal settings viewing without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (no changes to security settings); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (safe network context); running_monitored_processes include cmd.exe and powershell.exe which are common command-line tools",settings_viewed,The activity appears normal as the device is in a secure configuration with endpoint security features enabled. No risky processes or unusual events were detected.,No action needed; continue monitoring for any changes.,6.642,TRUE,
R063,PERSIST_008,PERSIST,Harmless startup shortcut added for test,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,"collector_is_admin: true (user is administrator); defender_config_changed: false (security software unchanged); firewall enabled for all profiles (Domain, Private, Public): true; network_profile: private (lower risk environment); benign_background_processes include code.exe and notepad.exe which are common tools; startup_item_change: true but the item is a Notepad shortcut added by manual_review_operator_note - likely benign",startup_item_added,"The activity involves adding a Notepad startup shortcut, which appears to be a low-risk action. The device maintains full security protections with Defender enabled and firewall active.",No immediate action required; monitor for unusual changes.,7.198,TRUE,
R064,PROC_008,PROC,PowerShell unusual or encoded-looking command used in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,unusual_powershell_command; windowsterminal.exe,suspicious_command_pattern,"An unusual PowerShell command was executed, which could indicate potential malicious activity.",Investigate the specific PowerShell command for any suspicious behavior.,5.134,TRUE,
