record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R011,PROC_005,PROC,PowerShell used to list local processes,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,powershell.exe; windowsterminal.exe,powershell_activity;process_enumeration,The presence of PowerShell and Windows Terminal processes may indicate potential malicious activity. Verify the legitimacy of these processes.,Monitor the system for further suspicious activity and review process details.,5.101,TRUE,
R012,SEC_003,SEC,Firewall settings viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,multiple benign processes running; collector is admin,settings_viewed;no_security_change,"The user has been using Notepad and Code, which are common productivity tools. The collector is also running as an administrator, but this is likely due to the user's normal workflow.",Monitor the system for any unusual activity.,5.171,TRUE,
R013,SEC_015,SEC,Windows Security opened and viewed without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration)",settings_viewed,"The user has opened Notepad and Code, which are common applications. The running processes are also legitimate.",No action required.,5.369,TRUE,
R014,PERSIST_004,PERSIST,Startup apps viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes include cmd, powershell, and python; startup item viewed: Startup applications",startup_items_viewed;no_persistence_change,"The user has been using the command line, PowerShell, and Python, which is normal for a developer. They also viewed the startup applications, which could be part of their daily routine.",No action required; continue monitoring,5.333,TRUE,
R015,AUTH_006,AUTH,Repeated failed login attempts in short time,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,collector_is_admin is true; defender services are enabled and running,repeated_failed_logins,"The user has opened Notepad, and defender services are running. This activity is normal.",No action required.,4.851,TRUE,
R016,SEC_014,SEC,Multiple security control changes performed and restored,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,Defender disabled; Realtime protection disabled,defender_configuration_changed;defender_disabled;security_setting_restored,"The defender and its real-time protection features are disabled, which may leave the system vulnerable to potential threats.",Enable defender and real-time protection to improve system security.,4.945,TRUE,
R017,SEC_016,SEC,Defender status viewed and left enabled,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration)",settings_viewed;defender_enabled,The device is running normal Windows applications and has antivirus software enabled. No suspicious or malicious activity detected.,Continue monitoring the device for any potential security threats.,5.378,TRUE,
R018,SEC_005,SEC,Defender real-time protection temporarily disabled and restored,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,Defender is disabled; Realtime protection was temporarily disabled,defender_disabled;security_setting_restored,"The defender service is currently disabled, which may leave the system vulnerable to malware. Additionally, there were temporary instances where real-time protection was also disabled.",Enable defender and ensure real-time protection is enabled,5.241,TRUE,
R019,USB_002,USB,Authorised USB inserted and folder viewed,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,"running_monitored_processes: cmd.exe, powershell.exe, python.exe; apps_opened: code.exe",authorised_usb;usb_files_viewed,"The presence of command-line interfaces and scripting languages, along with the opening of a coding application, suggests potential malicious activity.",Verify user intentions and monitor system behavior for suspicious signs.,5.229,TRUE,
R020,AUTH_015,AUTH,Successful login with no failed attempts,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell.exe and python.exe running in monitored processes,successful_login,"The user is running PowerShell and Python scripts, which are common and generally safe. However, it's always a good idea to review the code being executed.",Verify the script contents and ensure they are legitimate.,4.946,TRUE,
R021,NET_004,NET,Wi-Fi or network settings viewed without changes,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,running_monitored_processes contain cmd.exe and powershell.exe; apps_opened include code.exe and rundll32.exe,network_profile_viewed;settings_viewed,"The device has been used to run command-line interfaces and PowerShell, which could indicate malicious activity. Additionally, the apps opened suggest potential exploitation of system vulnerabilities.",Review the running processes and apps opened for suspicious activity and consider updating software and security configurations.,5.559,TRUE,
R022,PROC_007,PROC,PowerShell script run from local test folder,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and windowsterminal.exe running concurrently; verified_commands: PowerShell script executed from local test folder,script_execution,"The presence of PowerShell and Windows Terminal processes running simultaneously, along with a verified command indicating a PowerShell script execution, suggests potential scripting activity. This may indicate an attempt to automate tasks or potentially malicious behavior.",Monitor the system for further suspicious activity and review the PowerShell script's contents.,5.836,TRUE,
R023,PROC_003,PROC,Windows Terminal opened for normal command use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,powershell.exe; windowsterminal.exe,terminal_activity;basic_command_use,The presence of powershell and windowsterminal processes may indicate potential malicious activity. These processes are not typically used for normal user activities.,Monitor the system closely and consider running a full scan with antivirus software.,5.243,TRUE,
R024,PROC_010,PROC,Nmap scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,risky_processes; verified_commands,network_scanner_activity;network_scan;authorised_local_target,"The presence of nmap.exe and suspicious command-line arguments, along with the execution of local network scans, suggests potential reconnaissance activity.",Monitor the device for further suspicious activity and consider implementing additional security measures to prevent unauthorized access.,5.429,TRUE,
R025,PERSIST_016,PERSIST,Services list opened and viewed without changing service settings,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple command-line interfaces (cmd.exe, powershell.exe, python.exe)",services_viewed;no_persistence_change,"The user is running multiple command-line interfaces, which is a normal activity. However, it's always a good idea to review the commands being executed.",Verify the commands being executed and ensure they are legitimate.,5.243,TRUE,
R026,AUTH_008,AUTH,Repeated failed logins followed by successful normal use,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,collector_is_admin is true; multiple benign background processes running,repeated_failed_logins;successful_login,"The user has been using their device normally, with some common applications and background processes running. The collector is also an administrator, which could be a normal situation.",Monitor the device for any unusual activity.,5.042,TRUE,
R027,SEC_008,SEC,Defender disabled while browser is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,"Defender disabled; Risky processes: cmd.exe, powershell.exe, python.exe",defender_disabled;browser_activity,"Defender is currently disabled, and some potentially risky processes are running. This could indicate a higher risk of malware or unauthorized activity.",Enable Defender and review the running processes to ensure they are legitimate.,5.211,TRUE,
R028,AUTH_005,AUTH,Multiple failed login attempts,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,"multiple elevated processes (cmd.exe, powershell.exe, python.exe); 6 failed logins in a short period",repeated_failed_logins,The presence of multiple elevated processes and frequent failed login attempts may indicate malicious activity.,Verify user credentials and monitor system logs for further suspicious activity.,5.254,TRUE,
R029,USB_007,USB,USB contains executable or script file visible,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,"running_monitored_processes: cmd.exe, powershell.exe, python.exe; benign_background_processes: notepad.exe",usb_connected;usb_script_or_executable_present;no_file_execution,The user has opened Notepad and run some monitored processes. This is normal activity.,No action required.,4.867,TRUE,
R030,USB_012,USB,USB activity while Defender protection is disabled,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,Defender disabled; Real-time protection disabled,usb_connected;defender_disabled,"The defender service is currently disabled, which may leave the system vulnerable to malware and other threats.",Enable defender services and ensure real-time protection is enabled.,4.908,TRUE,
R031,AUTH_017,AUTH,Normal session after successful login with no authentication errors,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, opera.exe, winword.exe",successful_login;normal_app_activity,"The user has been using the device for general productivity tasks, with no suspicious or malicious activity detected.",Continue monitoring and ensure all software is up-to-date.,5.351,TRUE,
R032,PERSIST_015,PERSIST,Task Scheduler opened and existing tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background process: notepad.exe",task_scheduler_viewed;no_persistence_change,"The user opened Notepad and MMC, which are common Windows applications. The presence of PowerShell and Python processes is normal as they are scripting languages.",No action required; continue monitoring,5.254,TRUE,
R033,USB_004,USB,Single USB use during normal work,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple command-line processes (cmd.exe, powershell.exe, python.exe)",authorised_usb;normal_app_activity,"The user is running multiple command-line processes, which is normal for a developer or power user. However, it's always good to keep an eye on these processes to ensure they're not doing anything malicious.",Monitor the processes and ensure they're legitimate,5.215,TRUE,
R034,NET_014,NET,Public network profile combined with failed logins and scanner activity,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,nmap.exe in risky_processes,public_network;failed_login;network_scanner_activity,"The presence of nmap.exe, a network scanning tool, suggests potential reconnaissance or vulnerability scanning activity.",Verify the legitimacy of the process and consider running a full system scan with an antivirus solution.,4.93,TRUE,
R035,PERSIST_001,PERSIST,Task Scheduler opened with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,running common processes; no suspicious network activity,task_scheduler_viewed;no_persistence_change,"The user opened Notepad and MMC, which are normal applications. There is no indication of malicious activity.",No action required.,4.647,TRUE,
R036,USB_005,USB,Unknown USB inserted with no file opened,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,USB connection detected (1 time),unknown_usb;no_file_execution,"A USB drive was connected to the device, which may indicate an attempt to transfer files or malware. Defender services are not enabled.",Verify the legitimacy of the connected USB drive and ensure defender services are enabled.,5.025,TRUE,
R037,USB_015,USB,Authorised USB inserted and removed without opening files,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration)",authorised_usb;cleanup_activity,"The user has been using Notepad and Code editors, as well as PowerShell. This is normal activity.",No action required.,5.2,TRUE,
R038,NORMAL_015,NORMAL,Normal browsing of trusted websites with no downloads or security changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: 1password-browsersupport.exe, mbambgnativemsg.exe, notepad.exe, opera.exe",browser_activity,"The user has opened Notepad and Opera, and is running PowerShell and Python. This activity is normal as it appears to be legitimate usage.",No further action required.,5.484,TRUE,
R039,NORMAL_002,NORMAL,Normal browser activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,multiple benign processes running; collector generated events filtered,browser_activity,"The user has been using the device for general productivity, with no suspicious or malicious activity detected. The collector is generating some events, but they are all benign.",Continue monitoring and review logs regularly.,4.95,TRUE,
R040,NET_006,NET,Public network activity with controlled browser download,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.5,file_downloaded; download_details,public_network;file_download,"A file was downloaded from an unknown source, which may indicate a potential security risk.",Verify the authenticity of the downloaded file and ensure it is not malicious.,4.946,TRUE,
R041,NET_008,NET,Public network activity combined with failed login activity,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,running_monitored_processes contain cmd.exe and powershell.exe; failed_login_activity is true,public_network;failed_login,"The presence of cmd.exe and powershell.exe in running monitored processes, along with failed login activity, suggests potential malicious activity.",Verify user credentials and monitor system logs for further suspicious activity.,5.303,TRUE,
R042,NET_007,NET,Public network activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and windowsterminal.exe in the list of risky processes,public_network;powershell_activity,The presence of powershell.exe and windowsterminal.exe in the list of risky processes suggests potential malicious activity.,Monitor the system for further suspicious activity and consider running a full scan with antivirus software.,5.474,TRUE,
R043,NORMAL_018,NORMAL,"Normal switching between browser, Word, and File Explorer",abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,powershell.exe running with elevated privileges; unknown command line executed in powershell,browser_activity;document_activity;file_browsing;normal_app_activity,The presence of unknown commands being executed in powershell with elevated privileges suggests potential malicious activity. Further investigation is recommended.,Review the powershell logs and monitor for suspicious activity,5.222,TRUE,
R044,NORMAL_017,NORMAL,Normal Notepad text editing with no command-line or security activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration)",document_activity,The user has opened some common applications and run PowerShell and Python. This is normal activity.,No action required.,5.156,TRUE,
R045,NET_002,NET,Public network normal browsing session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple command-line processes (cmd.exe, powershell.exe, python.exe)",public_network;browser_activity,"The user has opened code and opera applications, which is normal. The running command-line processes are also common.",Monitor the system for any unusual activity.,4.894,TRUE,
R046,NET_005,NET,Public network profile detected,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,code.exe opened as benign background process,public_network;no_additional_risky_activity,"The code.exe application was run in the background, which could indicate potential malicious activity.",Verify the legitimacy of the code.exe application and ensure it is not running unnecessarily.,4.958,TRUE,
R047,NET_009,NET,Network scanner opened or version checked,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,cmd.exe; windowsterminal.exe,network_scanner_activity,"The presence of cmd.exe and windowsterminal.exe in the risky_processes list suggests potential malicious activity. The verified_activity_context indicates a command_activity of 'scanner_version_check', which may be legitimate, but it's worth further investigation.",Monitor the system for any suspicious behavior and consider running a full scan with antivirus software.,5.712,TRUE,
R048,AUTH_002,AUTH,Two failed login attempts followed by normal use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,"multiple failed logins; running of cmd.exe, powershell.exe, and python.exe",repeated_failed_logins;successful_login,"The user has attempted to login multiple times without success, which may indicate an attempt to gain unauthorized access. Additionally, the running of command-line interfaces and scripting languages could be a sign of malicious activity.",Verify user identity and monitor system logs for further suspicious activity.,5.416,TRUE,
R049,PROC_004,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple command-line tools (cmd.exe, powershell.exe, python.exe)",development_activity,"The user is running multiple command-line tools, which is normal for a developer or power user. However, it's always good to keep an eye on these processes.",Monitor the processes and ensure they are legitimate,5.058,TRUE,
R050,AUTH_003,AUTH,Failed login activity on private network,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,"running multiple command-line processes (cmd.exe, powershell.exe, python.exe); multiple failed login attempts (2)",failed_login;private_network,The device has been used to run multiple command-line processes and has experienced multiple failed login attempts. This may indicate an attempt to gain unauthorized access or execute malicious code.,Run a full system scan with antivirus software and review login logs for suspicious activity.,5.655,TRUE,
R051,SEC_010,SEC,Defender disabled while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and windowsterminal.exe running concurrently; Defender disabled,defender_disabled;powershell_activity,"The presence of PowerShell and Windows Terminal processes running simultaneously, along with Defender being disabled, suggests potential malicious activity.",Verify the legitimacy of these processes and enable Defender to ensure system security.,5.186,TRUE,
R052,NORMAL_004,NORMAL,Normal Teams activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,ms-teams.exe and notepad.exe were opened,communication_app_activity;normal_app_activity,"The user opened the Microsoft Teams app and Notepad, which are common and legitimate applications.",No action required. The activity appears to be normal.,4.903,TRUE,
R053,PERSIST_011,PERSIST,Scheduled task created while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe,scheduled_task_created;powershell_activity,"The presence of PowerShell activity in the 'risky_processes' list suggests potential scripting or command-line execution, which may indicate malicious intent.",Review scheduled task details and verify that they are legitimate.,4.829,TRUE,
R054,SEC_006,SEC,Defender setting changed temporarily and restored,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,Defender setting changed temporarily and restored,defender_configuration_changed;security_setting_restored,"The user opened Notepad and made a temporary change to Defender settings, which was then restored. This activity is normal.",Monitor the system for any suspicious activity.,4.782,TRUE,
R055,USB_011,USB,USB activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and windowsterminal.exe in risky_processes list,usb_connected;powershell_activity,The presence of powershell.exe and windowsterminal.exe in the risky_processes list suggests potential malicious activity.,Monitor the system for further suspicious activity and consider running a full scan with antivirus software.,5.195,TRUE,
R056,PROC_002,PROC,CMD opened for normal command use,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,cmd.exe and windowsterminal.exe running concurrently; multiple processes with elevated privileges,cmd_activity;basic_command_use,"The presence of cmd.exe and windowsterminal.exe running simultaneously, along with the lack of clear context for their execution, suggests potential malicious activity. Additionally, the fact that these processes are running with unknown elevation levels adds to the risk.",Verify the legitimacy of these processes and consider implementing additional security measures to prevent unauthorized access.,5.941,TRUE,
R057,NORMAL_010,NORMAL,Normal cloud folder or local folder browsing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,multiple benign processes running; no suspicious network activity,file_browsing,The device is being used normally with no signs of malicious activity. The user has opened legitimate applications and the system's defenses are enabled.,Monitor the device for any changes in behavior.,5.094,TRUE,
R058,PERSIST_007,PERSIST,Harmless scheduled task deleted after test,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,scheduled task deletion,scheduled_task_deleted,"A scheduled task was deleted, which could be a sign of malicious activity.",Verify the authenticity of the task deletion and review system logs for further information.,4.618,TRUE,
R059,NORMAL_003,NORMAL,Normal VS Code activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running common processes (cmd, powershell, python)",development_activity,The user opened Notepad and ran some common processes. This is a normal activity.,No action required.,4.662,TRUE,
R060,NET_012,NET,Network scanner activity while on public network profile,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,nmap.exe,public_network;network_scanner_activity,"The presence of nmap.exe, a network scanning tool, suggests potential reconnaissance or vulnerability assessment activity.",Verify the legitimacy of the process and consider running a full system scan with an antivirus solution.,4.948,TRUE,
R061,AUTH_001,AUTH,One failed login attempt followed by normal use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin is true; benign background processes include notepad.exe and powershell.exe (ambiguous/no command line),failed_login;successful_login,"The user has opened Notepad and used PowerShell, which are normal activities. The collector is also running as an administrator, but this is expected given the context.",No further action required.,5.242,TRUE,
R062,NORMAL_009,NORMAL,Normal settings viewing without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple command-line tools (cmd.exe, powershell.exe, python.exe)",settings_viewed,"The user is running multiple command-line tools, which is a normal activity. However, it's always good to keep an eye on these processes.",Monitor the processes and ensure they are legitimate,5.149,TRUE,
R063,PERSIST_008,PERSIST,Harmless startup shortcut added for test,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,startup_item_change; startup_item_details: Notepad startup shortcut added manually,startup_item_added,"A new startup item was added, which could indicate a potential persistence mechanism. The user's activity is not malicious yet, but it requires further investigation.",Verify the legitimacy of the added startup item and monitor the system for any suspicious behavior.,5.435,TRUE,
R064,PROC_008,PROC,PowerShell unusual or encoded-looking command used in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,unusual_powershell_command; powershell.exe and windowsterminal.exe in risky_processes,suspicious_command_pattern,"The presence of unusual PowerShell commands and the execution of powershell.exe and windowsterminal.exe, which are typically used for administrative tasks, may indicate potential malicious activity.",Verify the legitimacy of the PowerShell commands and monitor the system for any further suspicious activity.,5.712,TRUE,
R065,NET_013,NET,Public network profile combined with Defender disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; No antivirus or real-time protection enabled,public_network;defender_disabled,"The defender service is currently disabled, which may leave the system vulnerable to malware and other threats. Additionally, no antivirus or real-time protection is enabled, further increasing the risk.",Enable defender and consider installing antivirus software,5.13,TRUE,
R066,AUTH_007,AUTH,High number of failed login attempts,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,collector_is_admin is true; realtime_protection_enabled and antivirus_enabled are enabled,high_failed_login_count,"The device has a normal activity with some basic security features enabled, such as real-time protection and antivirus.",Verify the device's configuration and ensure all software updates are applied.,5.138,TRUE,
R067,AUTH_009,AUTH,Failed login activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and windowsterminal.exe running concurrently; failed login activity detected,failed_login;powershell_activity,"The presence of powershell.exe and windowsterminal.exe running simultaneously, along with failed login attempts, suggests potential malicious activity.",Monitor the system for further suspicious activity and consider implementing additional security measures.,5.288,TRUE,
R068,NORMAL_001,NORMAL,Normal Word document activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running multiple common scripting and development tools (cmd.exe, powershell.exe, python.exe)",document_activity,The user is running a few common tools for coding and development. This is normal activity.,No action required.,4.832,TRUE,
R069,PROC_012,PROC,Script run after controlled file download,abnormal,abnormal,TRUE,TP,,medium,critical,FALSE,0.0,powershell.exe,file_download;script_execution,"A controlled download was made, but the presence of PowerShell in the risky processes suggests potential malicious activity.",Verify the legitimacy of the downloaded file and monitor system activity for suspicious behavior.,4.756,TRUE,
R070,PERSIST_010,PERSIST,Test service start type viewed or changed in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,service_change detected,service_configuration_changed,"A service change was observed, which may indicate potential malicious activity. The defender services are not enabled.",Verify the legitimacy of the service change and ensure defender services are enabled,4.818,TRUE,
R071,AUTH_004,AUTH,Minor authentication mistake during normal session,abnormal,normal,FALSE,FP,,medium,low,FALSE,0.333,failed_login_activity; realtime_protection_enabled,failed_login;successful_login;normal_app_activity,"The device has experienced a failed login attempt, and the real-time protection is enabled. This may indicate an attempted unauthorized access.",Verify user credentials and ensure antivirus software is up-to-date.,4.996,TRUE,
R072,SEC_004,SEC,Security history viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"collector_is_admin is true; running monitored processes include cmd, powershell, and python",security_history_viewed;settings_viewed,The user has administrative privileges and is running common development tools. This activity is normal for a developer.,Monitor the system regularly to ensure no malicious activities occur.,5.132,TRUE,
R073,AUTH_011,AUTH,Failed login activity while connected to public network,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe; python.exe,failed_login;public_network,"The presence of PowerShell and Python executables, which can be used for scripting and automation, may indicate a higher level of user activity or potential script execution.",Verify the legitimacy of these processes and ensure they are not being used maliciously.,5.154,TRUE,
R074,NORMAL_005,NORMAL,Normal file browsing in Documents,normal,normal,TRUE,TN,,low,low,TRUE,0.0,running common processes; no suspicious network activity,file_browsing,"The user opened Notepad and ran some common processes, but there is no indication of malicious activity.",Monitor the system for any unusual behavior.,4.918,TRUE,
R075,NET_017,NET,Normal browsing on private network with no downloads or scanning,normal,normal,TRUE,TN,,low,low,TRUE,0.0,running common processes; benign background processes,private_network;browser_activity,"The user opened Notepad and Opera, which are legitimate applications. The running processes are common and do not indicate malicious activity.",No action required; the system appears to be functioning normally.,4.875,TRUE,
R076,PERSIST_002,PERSIST,Existing scheduled tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,running common processes; no suspicious network activity,task_scheduler_viewed;no_persistence_change,"The user opened Notepad and MMC, which are normal applications. There is no indication of malicious activity.",No action required.,4.689,TRUE,
R077,AUTH_012,AUTH,High failed login count in a short time window,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,powershell.exe and python.exe running in monitored processes; failed login activity detected,high_failed_login_count;rapid_activity_window,"The presence of PowerShell and Python in monitored processes, along with failed login attempts, suggests potential malicious activity.",Review system logs for further details and consider running a full system scan.,4.983,TRUE,
R078,NET_010,NET,Network scan run against local authorised test target,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,cmd.exe; windowsterminal.exe,network_scan;authorised_local_target,"The presence of cmd.exe and windowsterminal.exe in the risky_processes list suggests potential malicious activity. The verified_activity_context also indicates a local network scan, which may be a sign of reconnaissance.",Review system logs for further details and consider running a full system scan with antivirus software.,5.299,TRUE,
R079,USB_017,USB,Authorised USB used to copy a harmless document file,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"running monitored processes: powershell.exe, python.exe; benign background processes: code.exe, notepad.exe, powershell.exe (vscode shell integration)",authorised_usb;usb_file_copied,The user has opened some common applications and run PowerShell and Python scripts. This is normal activity.,No action required.,5.144,TRUE,
R080,PERSIST_013,PERSIST,Startup item added while Defender is disabled,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,startup_item_change; defender_disabled,defender_disabled;startup_item_added,"The defender service was disabled, and a new startup item was added. This could indicate an attempt to bypass security measures.",Verify the legitimacy of the new startup item and re-enable the defender service.,5.106,TRUE,
