record_id,scenario_id,category,scenario_name,predicted_class,ground_truth_class,class_match,outcome,manual_review,predicted_risk,ground_truth_risk,risk_match,indicator_overlap,predicted_indicators,expected_indicators,model_explanation,model_recommendation,latency_seconds,json_valid,error
R011,PROC_005,PROC,PowerShell used to list local processes,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,Defender disabled; Firewall off; Risky processes running,powershell_activity;process_enumeration,"The device has no core security services enabled and is running potentially dangerous processes like PowerShell, which could be abused if an attacker gains access.",Enable Windows Defender and the firewall immediately and monitor PowerShell usage.,13.881,TRUE,
R012,SEC_003,SEC,Firewall settings viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no file downloads; defender enabled,settings_viewed;no_security_change,All observed activity is benign with no signs of compromise.,"Continue normal monitoring, no immediate action required.",10.901,TRUE,
R013,SEC_015,SEC,Windows Security opened and viewed without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no file download activity; defender enabled with real‑time protection,settings_viewed,"The device shows only standard applications and no suspicious processes or changes, indicating normal use.",Continue routine monitoring,11.642,TRUE,
R014,PERSIST_004,PERSIST,Startup apps viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe execution; powershell.exe usage,startup_items_viewed;no_persistence_change,User opened VS Code and used its integrated PowerShell shell; no suspicious or elevated activity detected.,"No action needed, continue normal monitoring",11.921,TRUE,
R015,AUTH_006,AUTH,Repeated failed login attempts in short time,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,high number of failed login attempts; no successful logins reported,repeated_failed_logins,"The device experienced a high volume of failed login attempts without any successful authentication, which could indicate a brute‑force attack.",Investigate the source of the attempts and consider locking or resetting the account.,9.544,TRUE,
R016,SEC_014,SEC,Multiple security control changes performed and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; All firewall profiles off,defender_configuration_changed;defender_disabled;security_setting_restored,"The system’s antivirus and real‑time protection are turned off and the firewall is disabled, leaving the device exposed to threats.",Re-enable Windows Defender and enable all firewall profiles immediately.,12.816,TRUE,
R017,SEC_016,SEC,Defender status viewed and left enabled,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious processes; no file downloads,settings_viewed;defender_enabled,"User ran VS Code and Notepad, with no malware indicators or policy changes detected.",Continue normal monitoring,9.303,TRUE,
R018,SEC_005,SEC,Defender real-time protection temporarily disabled and restored,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,defender disabled; firewall disabled,defender_disabled;security_setting_restored,"The device has core security controls turned off with no other malicious activity detected, which is a significant risk factor.",Re-enable Windows Defender and the firewall immediately and verify system integrity.,10.806,TRUE,
R019,USB_002,USB,Authorised USB inserted and folder viewed,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"cmd.exe, powershell.exe, python.exe running; 1 USB device connected",authorised_usb;usb_files_viewed,No malware or suspicious activity detected; standard tools and a single USB connection were used.,Continue normal monitoring,9.501,TRUE,
R020,AUTH_015,AUTH,Successful login with no failed attempts,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no elevated or suspicious processes detected; defender and firewall fully enabled,successful_login,The device shows only standard development tools running with full security controls active and no signs of malicious activity.,Continue normal monitoring; no immediate action required.,13.441,TRUE,
R021,NET_004,NET,Wi-Fi or network settings viewed without changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd/powershell/python execution; rundll32 usage,network_profile_viewed;settings_viewed,The device shows typical developer activity with no signs of compromise or policy violations.,Maintain current monitoring; no immediate action required.,14.446,TRUE,
R022,PROC_007,PROC,PowerShell script run from local test folder,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,Local PowerShell script execution; No elevated or malicious activity detected,script_execution,"The user executed a local PowerShell script and opened Windows Terminal; there are no signs of compromise, malware, or policy violations.",Continue normal monitoring,10.834,TRUE,
R023,PROC_003,PROC,Windows Terminal opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell_execution; windows_terminal_usage,terminal_activity;basic_command_use,"The user launched Windows Terminal and started a PowerShell session, which is typical for legitimate use; no malicious activity was detected.",No action needed—continue normal monitoring.,11.224,TRUE,
R024,PROC_010,PROC,Nmap scan run against local authorised test target,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,nmap executed for local network scan; no defensive or malicious activity detected,network_scanner_activity;network_scan;authorised_local_target,"The user ran nmap against localhost, a legitimate activity with no signs of compromise.",Continue monitoring; ensure no external connections are made.,13.97,TRUE,
R025,PERSIST_016,PERSIST,Services list opened and viewed without changing service settings,normal,normal,TRUE,TN,,low,low,TRUE,0.0,admin collector process; command shell execution,services_viewed;no_persistence_change,The device shows typical developer activity with code and PowerShell usage but no signs of malware or policy violations.,Continue monitoring; ensure only trusted users have admin rights.,11.257,TRUE,
R026,AUTH_008,AUTH,Repeated failed logins followed by successful normal use,abnormal,abnormal,TRUE,TP,,low,high,FALSE,0.0,multiple failed logins; configuration_changed event,repeated_failed_logins;successful_login,"The device shows several failed login attempts and a configuration change event, but no malware or suspicious processes were detected.",Monitor account activity and review logs for any further anomalies.,14.197,TRUE,
R027,SEC_008,SEC,Defender disabled while browser is open,abnormal,abnormal,TRUE,TP,,low,high,FALSE,0.0,defender realtime protection disabled; manual review event,defender_disabled;browser_activity,"The user temporarily turned off Windows Defender real‑time protection, which can expose the device to threats.",Keep Defender enabled and investigate why it was disabled.,12.72,TRUE,
R028,AUTH_005,AUTH,Multiple failed login attempts,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,high number of failed login attempts; configuration_changed event,repeated_failed_logins,"The device experienced several failed login attempts and a configuration change, indicating possible brute‑force activity or unauthorized tampering.","Enable MFA, review account policies, and monitor for any successful logins.",12.267,TRUE,
R029,USB_007,USB,USB contains executable or script file visible,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,USB drive with script/executable visible; cmd/powershell/python processes running,usb_connected;usb_script_or_executable_present;no_file_execution,The user opened Notepad and ran standard command-line tools without any suspicious activity or changes to security settings.,Continue monitoring USB usage; verify that any scripts on removable media are from trusted sources.,15.309,TRUE,
R030,USB_012,USB,USB activity while Defender protection is disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; Firewall disabled,usb_connected;defender_disabled,"Core Windows security features are turned off, leaving the system vulnerable even though no malicious activity was observed.",Re-enable Windows Defender real‑time protection and enable all firewall profiles immediately.,10.74,TRUE,
R031,AUTH_017,AUTH,Normal session after successful login with no authentication errors,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell_and_python_running_but_monitored; defender_configuration_unchanged,successful_login;normal_app_activity,The user ran common development tools and the system’s security settings remained unchanged with no suspicious activity detected.,Continue normal monitoring; no immediate action required.,12.878,TRUE,
R032,PERSIST_015,PERSIST,Task Scheduler opened and existing tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,,task_scheduler_viewed;no_persistence_change,"All monitored services and network settings are enabled, with no suspicious processes or downloads observed.",Continue normal monitoring; no immediate action required.,12.529,TRUE,
R033,USB_004,USB,Single USB use during normal work,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe running,authorised_usb;normal_app_activity,The device shows typical usage with no signs of malware or policy violations.,Continue normal monitoring and ensure updates remain current.,12.706,TRUE,
R034,NET_014,NET,Public network profile combined with failed logins and scanner activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,nmap.exe execution; defender_and_firewall_disabled,public_network;failed_login;network_scanner_activity,"The device has core security features turned off and a port‑scanning tool is running, which significantly increases exposure to attacks.","Immediately enable Windows Defender and the firewall, then investigate why nmap was executed.",12.846,TRUE,
R035,PERSIST_001,PERSIST,Task Scheduler opened with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,,task_scheduler_viewed;no_persistence_change,No suspicious activity detected; all security controls are enabled and no malicious processes or changes were observed.,Continue normal monitoring,10.153,TRUE,
R036,USB_005,USB,Unknown USB inserted with no file opened,abnormal,abnormal,TRUE,TP,,low,medium,FALSE,0.0,defender_disabled; firewall_all_off,unknown_usb;no_file_execution,"Security services are turned off with no immediate malicious activity detected, but the lack of protection increases exposure.",Re-enable Windows Defender and firewall to protect against potential threats,12.488,TRUE,
R037,USB_015,USB,Authorised USB inserted and removed without opening files,normal,normal,TRUE,TN,,low,low,TRUE,0.0,USB device connected; powershell.exe execution,authorised_usb;cleanup_activity,The user ran standard applications and a harmless PowerShell session with no malware indicators or policy violations.,Continue normal monitoring; no immediate action required.,12.223,TRUE,
R038,NORMAL_015,NORMAL,Normal browsing of trusted websites with no downloads or security changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,powershell.exe execution; python.exe running,browser_activity,The device shows standard administrative tools in use with no evidence of malware activity or configuration changes.,Continue normal monitoring and ensure antivirus stays enabled,11.647,TRUE,
R039,NORMAL_002,NORMAL,Normal browser activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious processes or downloads; defender and firewall remain enabled,browser_activity,"The device shows only routine activity—standard applications, no file downloads, no elevated or risky processes, and all security controls are active.",Continue normal monitoring; no immediate action required.,10.332,TRUE,
R040,NET_006,NET,Public network activity with controlled browser download,abnormal,abnormal,TRUE,TP,,medium,medium,TRUE,0.0,Defender and firewall disabled; No antivirus or real-time protection,public_network;file_download,"The device has core security features turned off with no immediate malicious activity detected, leaving it vulnerable to potential threats.",Enable Windows Defender and the built‑in firewall immediately.,12.154,TRUE,
R041,NET_008,NET,Public network activity combined with failed login activity,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,multiple_failed_login_attempts; cmd_powershell_running,public_network;failed_login,"The device shows standard admin processes (cmd, powershell) with Defender enabled and no evidence of malicious activity; only multiple failed login attempts were noted.",Continue monitoring for further failed logins and verify that scripts run are legitimate.,17.636,TRUE,
R042,NET_007,NET,Public network activity while PowerShell is open,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,PowerShell execution; Single failed login,public_network;powershell_activity,"The user opened Windows Terminal and ran PowerShell, which are common developer activities; only one failed login attempt was recorded.",Continue normal monitoring,13.641,TRUE,
R043,NORMAL_018,NORMAL,"Normal switching between browser, Word, and File Explorer",abnormal,normal,FALSE,FP,,medium,low,FALSE,0.0,elevated PowerShell execution; risky process detected,browser_activity;document_activity;file_browsing;normal_app_activity,"An elevated PowerShell instance started a hidden batch file, which is uncommon and flagged as risky.",Investigate the contents of task.bat and run a malware scan on the system.,12.671,TRUE,
R044,NORMAL_017,NORMAL,Normal Notepad text editing with no command-line or security activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious processes or downloads observed; defender and firewall fully enabled,document_activity,All monitored activities are benign and security controls are active.,Continue normal use and monitor for any new activity,9.944,TRUE,
R045,NET_002,NET,Public network normal browsing session,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd_powershell_python_running; no_elevated_processes,public_network;browser_activity,The user is running standard development tools with no signs of malicious activity or policy violations.,Continue normal monitoring and ensure antivirus remains enabled,10.577,TRUE,
R046,NET_005,NET,Public network profile detected,abnormal,normal,FALSE,FP,,low,low,TRUE,0.0,antivirus_disabled; firewall_disabled,public_network;no_additional_risky_activity,"The user opened a legitimate application, but the device has no antivirus or firewall enabled, leaving it vulnerable to attacks.",Enable Windows Defender and configure the firewall for all network profiles.,16.829,TRUE,
R047,NET_009,NET,Network scanner opened or version checked,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,nmap --version executed via cmd.exe; windowsterminal used for legitimate shell,network_scanner_activity,The user ran a harmless nmap version check and opened standard terminal apps; no malicious activity detected.,"No action required, continue normal monitoring",11.042,TRUE,
R048,AUTH_002,AUTH,Two failed login attempts followed by normal use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,multiple failed login attempts; cmd/powershell/python processes running,repeated_failed_logins;successful_login,"The device shows a couple of failed logins and some command‑line tools in use, which can be normal for troubleshooting or legitimate work.",Keep an eye on login activity and ensure account passwords are strong.,14.645,TRUE,
R049,PROC_004,PROC,VS Code terminal used for normal development activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no suspicious processes detected; defender and firewall fully enabled,development_activity,"All monitored activity is benign, no malware indicators or policy changes were observed.",Continue normal use and keep security tools enabled,9.757,TRUE,
R050,AUTH_003,AUTH,Failed login activity on private network,normal,normal,TRUE,TN,,low,low,TRUE,0.5,multiple_failed_logins; standard_developer_processes,failed_login;private_network,"The device shows a few failed logins and normal use of developer tools (cmd, powershell, python) with no malicious activity detected.",Keep MFA enabled and monitor login attempts for any escalation.,12.931,TRUE,
R051,SEC_010,SEC,Defender disabled while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,defender realtime protection disabled; powershell.exe and windowsterminal.exe running,defender_disabled;powershell_activity,"The user manually disabled Windows Defender real‑time protection, a common tactic to evade detection, and launched PowerShell/Terminal which can be used for malicious commands.",Re‑enable Defender real‑time protection immediately and monitor the system for any suspicious scripts or unauthorized changes.,13.826,TRUE,
R052,NORMAL_004,NORMAL,Normal Teams activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,Defender disabled; Firewall off,communication_app_activity;normal_app_activity,"The device shows only benign applications running with no malicious or risky activity detected, but security services are turned off.",Enable Windows Defender and the built‑in firewall to protect against future threats.,11.987,TRUE,
R053,PERSIST_011,PERSIST,Scheduled task created while PowerShell is open,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender and firewall disabled; PowerShell.exe detected,scheduled_task_created;powershell_activity,The device has core security features turned off and a potentially dangerous process was observed.,"Enable Windows Defender, turn on the firewall, review scheduled tasks, and restrict PowerShell usage.",11.345,TRUE,
R054,SEC_006,SEC,Defender setting changed temporarily and restored,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,Defender setting changed temporarily; All firewall profiles disabled,defender_configuration_changed;security_setting_restored,"The device had a brief change to Defender settings that was restored, with no other malicious activity detected.",Ensure Defender and the firewall remain enabled and monitor for any future configuration changes.,12.209,TRUE,
R055,USB_011,USB,USB activity while PowerShell is open,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,Defender disabled; Firewall off,usb_connected;powershell_activity,"The device has core security features turned off with no immediate malicious activity detected, raising the risk of exploitation.",Enable Windows Defender and firewall immediately to protect against potential threats.,11.029,TRUE,
R056,PROC_002,PROC,CMD opened for normal command use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe execution; windowsterminal usage,cmd_activity;basic_command_use,User launched a code editor and Windows Terminal; no malware indicators or policy violations were observed.,"No action required, continue normal monitoring",12.83,TRUE,
R057,NORMAL_010,NORMAL,Normal cloud folder or local folder browsing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe running,file_browsing,The device shows typical developer activity with code and PowerShell usage but no malicious indicators or policy changes.,Continue normal monitoring,11.386,TRUE,
R058,PERSIST_007,PERSIST,Harmless scheduled task deleted after test,normal,abnormal,FALSE,FN,,low,medium,FALSE,1.0,scheduled_task_deleted_manual_review_operator_note; cmd_powershell_python_running,scheduled_task_deleted,"The only change was the manual deletion of a test scheduled task, with no other suspicious activity detected.",No immediate action required; continue normal monitoring.,11.97,TRUE,
R059,NORMAL_003,NORMAL,Normal VS Code activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,no elevated or risky processes detected; defender and firewall fully enabled,development_activity,The device shows no signs of malicious activity; all security controls are active and no suspicious events were logged.,Continue normal monitoring,11.004,TRUE,
R060,NET_012,NET,Network scanner activity while on public network profile,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,nmap.exe detected; Defender and firewall disabled,public_network;network_scanner_activity,"The system has no active antivirus or firewall protection and a network scanning tool (nmap.exe) is running, which could indicate malicious reconnaissance.",Enable Windows Defender and the firewall immediately and investigate why nmap.exe was executed.,12.075,TRUE,
R061,AUTH_001,AUTH,One failed login attempt followed by normal use,normal,normal,TRUE,TN,,low,low,TRUE,0.0,single failed login attempt; cmd/powershell/python running with no command line,failed_login;successful_login,"Only a single failed login and benign background processes were observed, with no malicious activity detected.",Continue monitoring login attempts and process activity,11.978,TRUE,
R062,NORMAL_009,NORMAL,Normal settings viewing without making changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,No malicious or elevated processes detected; Defender and firewall fully enabled,settings_viewed,All monitored activity is benign with no signs of compromise.,Continue normal use and routine security checks,8.568,TRUE,
R063,PERSIST_008,PERSIST,Harmless startup shortcut added for test,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,startup_item_change; running_monitored_processes,startup_item_added,No malicious activity detected; only a manual startup shortcut was added and standard system processes are running.,"Continue monitoring the device, ensure no unauthorized changes occur.",10.089,TRUE,
R064,PROC_008,PROC,PowerShell unusual or encoded-looking command used in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,unusual_powershell_command; powershell.exe in risky_processes,suspicious_command_pattern,"The user executed an encoded PowerShell command, a common technique for malicious activity, even though no file download or defender changes occurred.",Inspect the PowerShell script content and run a full system scan.,13.223,TRUE,
R065,NET_013,NET,Public network profile combined with Defender disabled,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; Firewall disabled,public_network;defender_disabled,"Security tools are turned off, exposing the device to potential threats even though no other activity was observed.",Re‑enable Windows Defender and all firewall profiles immediately.,11.306,TRUE,
R066,AUTH_007,AUTH,High number of failed login attempts,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,multiple failed login attempts; configuration_changed event 5007,high_failed_login_count,"The device shows several unsuccessful logins and a configuration change event, indicating possible brute‑force activity but no other malicious actions detected.",Enable MFA and review account lockout settings; monitor for further suspicious activity.,11.362,TRUE,
R067,AUTH_009,AUTH,Failed login activity while PowerShell is open,normal,abnormal,FALSE,FN,,low,high,FALSE,0.5,multiple_failed_logins; common_risky_processes_present,failed_login;powershell_activity,Only a few failed login attempts and the use of standard tools like PowerShell and Windows Terminal with no malicious activity detected.,Keep monitoring login events and enforce account lockout policies if failures increase.,12.693,TRUE,
R068,NORMAL_001,NORMAL,Normal Word document activity,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe running; powershell.exe running,document_activity,User is running common development tools with no elevated or risky processes detected.,No action required,11.978,TRUE,
R069,PROC_012,PROC,Script run after controlled file download,abnormal,abnormal,TRUE,TP,,low,critical,FALSE,0.0,powershell.exe present; Windows Defender and firewall disabled,file_download;script_execution,"Security controls are turned off and a potentially dangerous process is running, but no malicious activity was observed.","Enable Defender and firewall, monitor PowerShell usage",13.22,TRUE,
R070,PERSIST_010,PERSIST,Test service start type viewed or changed in controlled test,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,Defender and firewall disabled; Service configuration changed,service_configuration_changed,"Core security features are turned off and a service setting was altered, creating an environment where malware could operate unchecked.","Re-enable Windows Defender and the firewall, review the modified service for legitimacy, and run a full system scan.",12.498,TRUE,
R071,AUTH_004,AUTH,Minor authentication mistake during normal session,abnormal,normal,FALSE,FP,,low,low,TRUE,0.333,failed_login_attempt; defender_and_firewall_disabled,failed_login;successful_login;normal_app_activity,"The device has a single failed login attempt and antivirus/firewall are disabled, but no malicious processes or downloads were observed.",Enable Windows Defender and firewall to improve security,18.534,TRUE,
R072,SEC_004,SEC,Security history viewed with no changes,normal,normal,TRUE,TN,,low,low,TRUE,0.0,"cmd.exe, powershell.exe, python.exe running; removable drive D: detected",security_history_viewed;settings_viewed,User opened Visual Studio Code and no suspicious processes or changes were observed.,Continue normal monitoring,16.183,TRUE,
R073,AUTH_011,AUTH,Failed login activity while connected to public network,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.5,failed_login_activity; network_profile_mismatch,failed_login;public_network,Multiple failed logins and a mismatch between the device’s private profile and the event’s public profile suggest suspicious activity.,"Check account lockout settings, review login logs, and verify network configuration.",14.988,TRUE,
R074,NORMAL_005,NORMAL,Normal file browsing in Documents,normal,normal,TRUE,TN,,low,low,TRUE,0.0,No suspicious processes or downloads detected; Defender and firewall fully enabled,file_browsing,"The device shows only benign activity (notepad, standard system tools) with all security controls active.",Continue normal monitoring,9.719,TRUE,
R075,NET_017,NET,Normal browsing on private network with no downloads or scanning,normal,normal,TRUE,TN,,low,low,TRUE,0.0,collector_is_admin:true; running_cmd_powershell_python,private_network;browser_activity,No malicious activity detected; all security controls are active and no suspicious changes or downloads occurred.,Continue normal monitoring,10.76,TRUE,
R076,PERSIST_002,PERSIST,Existing scheduled tasks viewed only,normal,normal,TRUE,TN,,low,low,TRUE,0.0,,task_scheduler_viewed;no_persistence_change,No suspicious activity detected; all security controls are enabled and no malicious processes or changes were observed.,Continue normal monitoring,10.169,TRUE,
R077,AUTH_012,AUTH,High failed login count in a short time window,abnormal,abnormal,TRUE,TP,,medium,high,FALSE,0.0,High volume of failed login attempts; Unusual process execution (powershell/python) without elevation,high_failed_login_count;rapid_activity_window,"The device shows many failed logins and runs scripts like PowerShell and Python, but no other malicious activity was detected.","Review account security, enable MFA, monitor for further suspicious logins",14.533,TRUE,
R078,NET_010,NET,Network scan run against local authorised test target,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,nmap 127.0.0.1 scan; cmd.exe usage,network_scan;authorised_local_target,The user ran a local nmap scan and used cmd.exe/terminal for routine tasks; no malware indicators or policy violations were detected.,"Continue monitoring, no immediate action required.",17.096,TRUE,
R079,USB_017,USB,Authorised USB used to copy a harmless document file,normal,normal,TRUE,TN,,low,low,TRUE,0.0,running_powershell_and_python; usb_connection,authorised_usb;usb_file_copied,No malicious activity detected; only standard development tools and a single USB connection were observed.,"Continue normal use, keep security software enabled",9.498,TRUE,
R080,PERSIST_013,PERSIST,Startup item added while Defender is disabled,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; Firewall disabled,defender_disabled;startup_item_added,"Security services are turned off and a new startup item was added, creating an environment that could allow malware to persist.","Re‑enable Defender and firewall, remove the suspicious Notepad shortcut from startup, then run a full system scan.",10.94,TRUE,
R081,AUTH_014,AUTH,Failed login activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,critical,FALSE,0.0,Defender disabled; Firewall off; PowerShell execution; Failed login attempt,failed_login;suspicious_command_pattern,"The device lacks core security controls (no antivirus or firewall) and a user ran PowerShell, which can be abused; a failed login suggests probing activity.","Enable Windows Defender and the firewall immediately, review recent PowerShell commands, and investigate the source of the failed login.",15.622,TRUE,
R082,PERSIST_009,PERSIST,Harmless startup shortcut removed after test,normal,normal,TRUE,TN,,low,low,TRUE,0.5,startup_item_removed; monitored_processes_running,startup_item_removed;cleanup_activity,The user removed a harmless Notepad shortcut from startup; no malware or suspicious activity detected.,"No action needed, continue normal monitoring.",10.501,TRUE,
R083,USB_013,USB,USB activity with compressed archive accessed,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled; Firewall off,usb_connected;usb_archive_accessed,The device has no core Windows security services enabled while a user accessed a compressed archive from USB; this leaves the system vulnerable.,"Enable Defender, firewall, and install antivirus immediately.",15.79,TRUE,
R084,USB_008,USB,USB executable or script accessed in controlled test,normal,abnormal,FALSE,FN,,low,high,FALSE,0.0,powershell_script_execution; usb_connection_detected,usb_connected;usb_script_or_executable_accessed,"The user ran a PowerShell script and connected a USB device, both common activities on a private network with no signs of compromise.",Verify the script source is trusted and monitor for any unusual behavior.,11.923,TRUE,
R085,PROC_009,PROC,Nmap opened or version checked,normal,abnormal,FALSE,FN,,low,medium,FALSE,0.0,nmap command executed; Windows Terminal usage,network_scanner_activity,The user ran a harmless nmap version check from the terminal with no file downloads or suspicious activity.,No action required,11.873,TRUE,
R086,PROC_016,PROC,CMD opened and used for a basic directory listing,normal,normal,TRUE,TN,,low,low,TRUE,0.0,cmd.exe launched from explorer; WindowsTerminal used,cmd_activity;file_browsing,User opened Windows Terminal and ran standard cmd commands; no malware indicators or policy violations were observed.,"No action needed, continue normal monitoring",12.306,TRUE,
R087,SEC_007,SEC,Firewall setting changed temporarily and restored,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,defender_disabled; realtime_protection_disabled,firewall_configuration_changed;security_setting_restored,"The system’s antivirus was turned off, removing real‑time protection and exposing the device to threats.",Reenable Windows Defender immediately and verify that no unauthorized changes remain.,10.909,TRUE,
R088,USB_014,USB,USB activity combined with suspicious process activity,abnormal,abnormal,TRUE,TP,,high,high,TRUE,0.0,Defender disabled and firewall off; PowerShell executed after USB connection,usb_connected;suspicious_command_pattern,"The system has core protections turned off and a PowerShell session was started immediately after a USB device was connected, which is a common attack vector.","Enable Windows Defender, activate the firewall, and investigate the USB device; restrict or monitor PowerShell usage.",12.442,TRUE,
